original_path,quarantine_path,kept_canonical,sha256
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Unfolding_Case.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Unfolding_Case.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Unfolding_Case.docx,5d807c34a809cb6be0800ccf500b77917dee935383ef4201bef24b4ea9e1efbf
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Unfolding_Case.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Unfolding_Case.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Unfolding_Case.pdf,027dd5eba41f99bb29b0274a1c7815ca2e033137e621cae43ae79855fd9efb81
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Unfolding_Case.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Unfolding_Case.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Unfolding_Case.docx,caf804a7ff53dcf6e4d3ddafd39bcddf24ed39895c2216c256eb7696dd368463
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Worksheet.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Worksheet.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Worksheet.pdf,1d4051d8a94ec14c0e706473ab68dc1dc140b2bb24e2a4aee69f53e85e44fc85
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Worksheet.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Worksheet.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Based_Learning_Worksheet.docx,5cb84363403464095ed4b2dc025f15f0cdced13720dc31e38277bcd2c09b850f
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Worksheet.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Worksheet.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Worksheet.pdf,0658372ea37c6b00891df2e3d7e3c155f523166ab83cc1a2f153c91d858705c9
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Worksheet.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Worksheet.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Case_Based_Learning_Worksheet.docx,11044cc7d1bb17a17b783bb37a9f6b5527908c5ae729032c3f14c2a7574bb5cb
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Gallery_Four_Vignettes.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Gallery_Four_Vignettes.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Gallery_Four_Vignettes.pdf,925f26c2441b7386e28963ee552264f3650f6e7cce1e62d7d8d2d9ed6aa8e22d
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Gallery_Four_Vignettes.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Gallery_Four_Vignettes.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Case_Gallery_Four_Vignettes.docx,6e5f4a6262045f373f1b3078d584a9b85b98ff3e4fd42a8451e2fb486266db74
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/Clean-FamilyCommunication-Mockup.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/Clean-FamilyCommunication-Mockup.html,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/10_MedStaff_Dinner_June9/mockups_clean/Clean-FamilyCommunication-Mockup.html,cb00089505c3f89b988662bf8d8956edadc4796252cf4cea6d8fe78133ef6cde
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/Clean-ResourceFinder-Mockup.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/Clean-ResourceFinder-Mockup.html,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/10_MedStaff_Dinner_June9/mockups_clean/Clean-ResourceFinder-Mockup.html,8357b233f14dd53f2b6fd2aadc2fa43f9ec3bc997dbd2c5f390b01829c2c4814
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Clinical_Case_Walkthrough.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Clinical_Case_Walkthrough.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Clinical_Case_Walkthrough.pdf,acbf76218e93232274d7ec860f37726f30020112e7b75a7576fe9f10646969dd
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Clinical_Case_Walkthrough.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Clinical_Case_Walkthrough.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Clinical_Case_Walkthrough.docx,293a37a1f9df0fcd106379f1da85bce1f565c15aba016ec8c12d063c94456a3c
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Clinical_Case_Walkthrough.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Clinical_Case_Walkthrough.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Clinical_Case_Walkthrough.pdf,c8945c510b9ad4223888ea55f5db192a9fe084d01d4ab9b6bd3412b2d77632f5
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Clinical_Case_Walkthrough.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Handouts/Clinical_Case_Walkthrough.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Handouts/Clinical_Case_Walkthrough.docx,6ef16578443ce0192644ef774ee9925dd0ad1759bdbedf46284fc83fc5f3eecb
/Users/jm/Clinical/Manuals/Archive-01/Clinical_Pearls_Handbook_COMPLETE.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Manuals/Archive-01/Clinical_Pearls_Handbook_COMPLETE.docx,/Users/jm/Clinical/Manuals/Archive-01/Clinical_Pearls_Handbook1.docx,dcd4a6d5741b328b6baa34b2b3067b2659548added756f71defedad3bbcc7e11
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D1_Executive_Summary.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D1_Executive_Summary.docx,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D1_Executive_Summary.docx,da77b65dee88df8fc5845f62a0477d062d949182ab9011c6e1b850df91b63de9
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D1_Executive_Summary.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D1_Executive_Summary.md,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D1_Executive_Summary.md,7b2be25d8793f1c2c0e8f50f779c751f99e0d863b6186a4567206a4ea86116d4
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D4_Key_Statistics_Bank.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D4_Key_Statistics_Bank.docx,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D4_Key_Statistics_Bank.docx,d919346aeb2135f6248031a8084c4721cab4aa10a55ec735607ad5df42dcefad
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D4_Key_Statistics_Bank.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D4_Key_Statistics_Bank.md,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D4_Key_Statistics_Bank.md,4fbd27e53911c7501cdec7cb5136201157eac924c72afb38c65f9878162059bc
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D6_Research_Gaps.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D6_Research_Gaps.docx,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D6_Research_Gaps.docx,4316eb30ade766bd5d2f1db91ff9c29b2fc221e9f630b07f7f2bc172edf6c249
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D6_Research_Gaps.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D6_Research_Gaps.md,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D6_Research_Gaps.md,aa6a6fe344d322d4c349fe4bdb2648c7d046f1e0a992a8befcbc14ebf4074902
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D7_MedStaff_Dinner_Presentation_Support.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D7_MedStaff_Dinner_Presentation_Support.docx,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D7_MedStaff_Dinner_Presentation_Support.docx,cace770e60c765e3d0792e1c35d7b177290d0b952f005adcfce06c291ad47437
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D7_MedStaff_Dinner_Presentation_Support.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/09_Deliverables/D7_MedStaff_Dinner_Presentation_Support.md,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/09_Deliverables/D7_MedStaff_Dinner_Presentation_Support.md,2bde6c6304d53ef47ca2b0e7fa7e2d7f66c1b5429be89d2b1434c0f6722eddc7
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/edited_keynote.key,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/edited_keynote.key,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/10_MedStaff_Dinner_June9/edited_keynote.key,5e97bd1bf7c19d5c3357812955a9f01284f351de3d9a0f42cf7c745c672fbc4f
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/evidence_list.html,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/10_MedStaff_Dinner_June9/mockups_clean/evidence_list.html,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/10_MedStaff_Dinner_June9/mockups_clean/evidence_list.html,c1ad2d44dbd535c70e801d25389b5b97a266a7b0e87f7d0915bf380cbdbce3f2
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Evidence_Quick_Reference.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Evidence_Quick_Reference.docx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Evidence_Quick_Reference.docx,783fd8286ce7ad9802096e77b146d782f321d9abffe220a933fad4c99eda5279
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Evidence_Quick_Reference.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Evidence_Quick_Reference.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Handouts/Evidence_Quick_Reference.pdf,cf2ec8533e7dc7063c814be0cece86468f3a94c01044bc9f773c4315721c0ac2
/Users/jm/Clinical/Patient-Resources/New Education Library/substance-use/family-guide.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Patient-Resources/New Education Library/substance-use/family-guide.md,/Users/jm/Code/reconnect-psychiatry-system/psychoed-library/family/substance-use/Substance_Use_Family_Guide_Extended_FAM.md,646043abcedf31e15ca951ec76ec9b4442384485fe6c0d536d3257b8d6e1c9ac
/Users/jm/Clinical/Patient-Resources/New Education Library/ptsd/family-guide.md,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Patient-Resources/New Education Library/ptsd/family-guide.md,/Users/jm/Code/reconnect-psychiatry-system/psychoed-library/family/ptsd/PTSD_Family_Guide_Extended_FAM.md,03429c472a7264a3782d1f5ae155c41851ee25166458d20e61bfda98a938c849
/Users/jm/Clinical/ED-Psych-Capstone/Patient-Materials/Family-Support-Person-Guide.docx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/ED-Psych-Capstone/Patient-Materials/Family-Support-Person-Guide.docx,/Users/jm/Code/reconnect-psychiatry-system/teaching/ed-psych-capstone/Patient-Materials/Family-Support-Person-Guide.docx,99edd2e8d50dabd9f728534ad45c4b362d0cd962fbaa8fccb797a806adc27b76
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic.pdf,8193c0c3c0e95738934b3001e9a702b02b957aaf16582c6b43c4ffe11d27562f
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic.pptx,3d7d33970186c1651a627e6010e8490000c52edab6c28371cf2cb180f26c8cc2
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic_90min.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic_90min.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic_90min.pptx,c1ac84f1d57e764ad74542932ccd40341430a2c1d51c4cd0e908a3b527ec1057
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic_90min.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic_90min.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Systems_Inpatient_Didactic_90min.pdf,0e3d5d1636b6e766f5d2a9ffca1b44dbf2a7232ed636b9bab5f56f91dc6d9d46
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_REVAMP.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_REVAMP.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_REVAMP.pptx,74273fc2d27089bfb49c9cf4468274a63927d05a59f66db85d89d498c72da887
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_REVAMP_preview.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_REVAMP_preview.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_REVAMP_preview.pdf,b40ad1e2cf0a95070e9e4eb24bd23223c1f99507bff7bc139a8f8445bd7132d1
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_SHORT_REVAMP_preview.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_SHORT_REVAMP_preview.pdf,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16-REVAMP/Slides/Family_Therapy_Case_Teaching_SHORT_REVAMP_preview.pdf,271d0265ecaee6bd6d508ae9ebe98b68f99e75da7302a72ec8ebde0f218cba7e
/Users/jm/Clinical/Teaching/Family_Therapy_Communication_Framework_Dr_Moss_Final.docx.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Teaching/Family_Therapy_Communication_Framework_Dr_Moss_Final.docx.pdf,/Users/jm/Code/reconnect-psychiatry-system/docs/project-management/Psychiatry-Unit-Education/06-external-meetings/send-to-Gogineni/Family_Therapy_Communication_Framework_FULL.pdf,2d6d808f9b684eaa3a07ae6f6044c12ec6366e4ec1d6d890c090218f3f450611
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/06_Slide_Deck/Family_Therapy_Evidence_Deck.pdf,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/06_Slide_Deck/Family_Therapy_Evidence_Deck.pdf,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/06_Slide_Deck/Family_Therapy_Evidence_Deck.pdf,39f79d4caa06d2e29aab8d059f4ed126f96c8de318318a1c2278aa3372b8e669
/Users/jm/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/06_Slide_Deck/Family_Therapy_Evidence_Deck.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/MEDSTAFF DINNER/Family-Therapy-Inpatient-Evidence-Repository and FINISHED SLIDE DECK/06_Slide_Deck/Family_Therapy_Evidence_Deck.pptx,/Users/jm/Family-Therapy-Inpatient-Evidence-Repository/06_Slide_Deck/Family_Therapy_Evidence_Deck.pptx,d6a89637886e76c5a3167b2e79380adfb6f2c1bbad36e2f8b579afa68a161479
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_FINAL_60min_Cut.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_FINAL_60min_Cut.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Versions/Family_Therapy_Inpatient_Didactic_FINAL_60min_Cut.pptx,7ad7ee7f29b925015a17d03776e4ab678007a3ab631253b6b6a8137ac319344e
/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Animated_Notes.pptx,/Users/jm/_Dedupe_Quarantine_2026-06-26/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Archived versions/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Animated_Notes.pptx,/Users/jm/Clinical/Presentations:Meeting/Family-Therapy-Didactic-June16/Slides/Family_Therapy_Inpatient_Didactic_FINAL_Animated_Notes.pptx,36b488a795901bcc0a32eefd48c757d6c8d7e6b59fd1055b78b473dd8ade5ed8
