id,status,category,type,difficulty,high_yield,competency,source_pages,stem,options,answer_key,answer_text,why,pearl,evidence
qb_pha_010,attested,pharm,sba,2,False,pharm;management,psychopharm_primer.md,A 71-year-old woman with generalized anxiety disorder has been prescribed lorazepam 0.5 mg TID continuously for 18 months by her primary care physician. She is now admitted for a fall and mild confusion. The student is asked to comment on her lorazepam use. Which is the most accurate framing?,"A. Lorazepam TID is appropriate for generalized anxiety — long-term benzodiazepine maintenance has a well-established evidence base for GAD. | B. The dose has remained stable, so tolerance and dependence are unlikely — the clinical concern is solely whether the dose is sufficient for symptom control. | C. Long-term scheduled benzodiazepines in an older adult accumulate risk: physical dependence, falls, and delirium; the admission events (fall, confusion) are consistent with adverse effects; deprescribing should be planned with appropriate tapering. | D. Benzodiazepines produce less sedation in older adults due to reduced receptor sensitivity — standing use is safe in elderly patients.",C,"Long-term scheduled benzodiazepines in an older adult accumulate risk: physical dependence, falls, and delirium; the admission events (fall, confusion) are consistent with adverse effects; deprescribing should be planned with appropriate tapering.","Autopilot prescribing, Stability equals safety, and Wrong direction of aging effect all normalize long-term scheduled benzodiazepines. The fall and confusion on admission are not incidental — they are the expected adverse effects the page names: falls, dependence, and delirium especially in older adults. The answer: targeted, short-term use is the standard; this patient needs a supervised taper.","Standing benzodiazepines in older adults: dependence, falls, and delirium are expected adverse effects — short-term targeted use is the standard; deprescribe with a supervised taper.","psychopharm_primer.md — Benzodiazepines are genuinely useful for alcohol/sedative withdrawal, catatonia, and short-term agitation — but avoid standing scheduled use. Dependence, falls, and delirium (especially in older adults) are the price of leaving them on autopilot."
qb_pha_013,attested,pharm,sba,2,False,safety,psychopharm_primer.md,"A 65-year-old man with bipolar I disorder maintained on lithium 900 mg daily presents with intention tremor, unsteady gait, and mild confusion over 5 days. His lithium level was 0.75 mEq/L two months ago. He recently started lisinopril for newly diagnosed hypertension. Most likely explanation?","A. Lithium toxicity — ACE inhibitors reduce renal lithium clearance, leading to lithium level elevation; tremor, ataxia, and confusion are early-to-moderate toxicity signs. | B. Essential tremor triggered by a new antihypertensive — beta-blockers, not ACE inhibitors, cause tremor. | C. Bipolar mixed state with neurological features — the combination of mood instability and motor symptoms represents bipolar cycling. | D. Lisinopril-induced hypotension — orthostatic changes reduce cerebral perfusion and explain the ataxia and confusion.",A,"Lithium toxicity — ACE inhibitors reduce renal lithium clearance, leading to lithium level elevation; tremor, ataxia, and confusion are early-to-moderate toxicity signs.","Neurological symptoms equal neurological diagnosis, Bipolar by default, and Cardiac first all bypass the pharmacokinetic explanation that is sitting in the chart. ACE inhibitors reduce renal lithium clearance — a well-established drug interaction. The triad of tremor, ataxia, and confusion after something changed in a lithium-treated patient is the textbook lithium toxicity presentation.","Lithium toxicity: tremor + ataxia + confusion = check the level when something changed (dehydration, NSAIDs, ACE inhibitors, diuretics, declining renal function).","psychopharm_primer.md — Lithium toxicity: tremor, ataxia, and confusion, often when something changed (dehydration, renal function, an interacting drug)."
qb_pha_014,attested,pharm,sba,1,True,pharm;management,ect_neuromodulation.md,"A 72-year-old woman with treatment-resistant MDD has active suicidal ideation, has stopped eating and drinking, and expresses a fixed belief that her body is rotting. She has failed two adequate antidepressant trials. The team is choosing between a third antidepressant plus antipsychotic versus ECT. Which response best reflects the evidence?","A. Start a third antidepressant plus an atypical antipsychotic — combination pharmacotherapy is the standard for psychotic depression and avoids the risks of anesthesia. | B. ECT — it is the most effective treatment for severe, psychotic, and treatment-resistant depression and provides the rapid response required for a patient with active suicidality who is not eating or drinking. | C. rTMS — it avoids anesthesia, is FDA-cleared for treatment-resistant depression, and has equivalent efficacy to ECT in psychotic depression. | D. Esketamine — rapid-acting antidepressants with same-day onset should be tried before ECT for any treatment-resistant presentation.",B,"ECT — it is the most effective treatment for severe, psychotic, and treatment-resistant depression and provides the rapid response required for a patient with active suicidality who is not eating or drinking.","Pharmacotherapy first at any severity, Newer = better, and Ordering by recency all delay the most effective and most appropriate intervention. ECT's indications include exactly this constellation: severe, psychotic, treatment-resistant depression with active suicidality and refusal to eat/drink. The page lists 'rapid, definitive response needed' as the specific framing that points to ECT.","ECT is the most effective treatment for severe, psychotic, or catatonic depression — choose it when a rapid, definitive response is needed (active suicidality, not eating/drinking, prior good ECT response).","ect_neuromodulation.md — ECT indications: severe MDD (especially with psychotic features, catatonia, or high suicide risk), treatment-resistant depression, acute mania, and catatonia/NMS. Choose ECT when a rapid, definitive response is needed — active suicidality, refusal to eat or drink, pregnancy where medications are undesirable, or prior good ECT response."
qb_pha_015,attested,pharm,sba,2,False,management;pharm,ect_neuromodulation.md,"A patient with severe depression is scheduled for ECT tomorrow. Her current medications include clonazepam 1 mg BID, gabapentin 300 mg TID, and escitalopram 20 mg daily. Her ECT team asks the student to identify which medication adjustment is most critical before the procedure.","A. Discontinue escitalopram — antidepressants inhibit the neuroplasticity mechanisms through which ECT works. | B. Hold gabapentin only — anticonvulsants raise seizure threshold, but benzodiazepines are safe to continue through ECT. | C. Hold clonazepam and gabapentin — benzodiazepines and anticonvulsants raise the seizure threshold and blunt the induced seizure that is the mechanism of ECT's therapeutic effect. | D. Discontinue all medications for 72 hours before ECT — polypharmacy during ECT increases anesthesia risk.",C,Hold clonazepam and gabapentin — benzodiazepines and anticonvulsants raise the seizure threshold and blunt the induced seizure that is the mechanism of ECT's therapeutic effect.,"Wrong medication stopped, Partial hold, and All medications stopped all fail to identify the pharmacologically correct adjustment. The ECT page is explicit: benzodiazepines and anticonvulsants raise the seizure threshold and reduce ECT efficacy — they are the agents to hold. Escitalopram is not contraindicated.",Before ECT: hold benzodiazepines and anticonvulsants — they raise the seizure threshold and reduce ECT efficacy.,"ect_neuromodulation.md — Pre-ECT medication review: hold/adjust benzodiazepines and anticonvulsants, which raise seizure threshold."
qb_pha_016,attested,pharm,sba,3,False,management;pharm,ect_neuromodulation.md,"A 48-year-old man with treatment-resistant depression (two adequate antidepressant trials, no psychotic features, no active suicidality) strongly prefers to avoid general anesthesia. He asks the team about neuromodulation options. Which correctly characterizes what is available?","A. rTMS is equivalent to ECT for all indications including psychotic depression — the delivery route is the only difference. | B. ECT is the only FDA-cleared neuromodulation option for treatment-resistant depression. | C. Esketamine intranasal requires no monitoring and can be self-administered at home once initiated. | D. rTMS is FDA-cleared for treatment-resistant depression, requires no anesthesia, carries a small seizure risk, and is less potent than ECT; for this patient who declines anesthesia, rTMS is a clinically appropriate next step.",D,"rTMS is FDA-cleared for treatment-resistant depression, requires no anesthesia, carries a small seizure risk, and is less potent than ECT; for this patient who declines anesthesia, rTMS is a clinically appropriate next step.","Newer = better, Ignores rTMS, and Misread REMS monitoring all mischaracterize the options. rTMS is FDA-cleared for TRD and OCD, outpatient, anesthesia-free, with a small seizure risk — less potent than ECT but a reasonable option for patients who cannot or will not tolerate anesthesia. Esketamine requires in-office REMS monitoring.","rTMS: FDA-cleared for TRD and OCD, no anesthesia, small seizure risk, less potent than ECT — appropriate for patients who decline anesthesia.","ect_neuromodulation.md — rTMS: FDA-cleared for treatment-resistant depression (and OCD); outpatient, no anesthesia, no memory effects; main risk is a small seizure risk. Less potent than ECT but far better tolerated."
qb_mood_003,attested,mood,sba,1,True,dx,t_mood.md,"A 31-year-old woman with two prior depressive episodes was started on escitalopram without a bipolar screen. Two weeks later she is brought to the emergency department with 4 days of markedly decreased sleep, racing thoughts, and grandiosity. What does this presentation most likely represent?",A. A new unipolar depressive episode — mood cycling within MDD can produce early-morning awakening and agitation resembling mania. | B. An SSRI discontinuation syndrome — the behavioral and sleep changes reflect escitalopram's stimulant effect in some patients. | C. Antidepressant-induced mood switch — starting an antidepressant in an unscreened patient with occult bipolar disorder can precipitate mania or mixed features; this is why bipolar screening is required before prescribing. | D. Stimulant-induced insomnia — escitalopram acts as a stimulant in some patients and disrupts sleep without indicating a mood disorder.,C,Antidepressant-induced mood switch — starting an antidepressant in an unscreened patient with occult bipolar disorder can precipitate mania or mixed features; this is why bipolar screening is required before prescribing.,"Cycling = unipolar, Antidepressant discontinuation, and Stimulant side effect all miss the key clinical teaching. The mood disorders page is explicit: 'a bipolar depression misread as unipolar can be pushed into mania or rapid cycling by an antidepressant.' This item tests the consequence of skipping the bipolar screen — not the procedural gap, but the clinical outcome that follows.","Missing the bipolar screen before prescribing an antidepressant can precipitate a manic or mixed episode — know the consequence, not just the procedure.","t_mood.md — Critically, always screen for a past manic or hypomanic episode before calling a depression 'unipolar' — a bipolar depression misread as unipolar can be pushed into mania or rapid cycling by an antidepressant."
qb_mood_004,attested,mood,sba,2,False,dx,t_mood.md,"A 38-year-old man presents for admission with a current depressive episode. He reports no prior manic episodes. His wife, who accompanied him, states that 3 years ago he 'went weeks without sleeping, gave away his car, and was fired for erratic behavior.' He does not recall this period as abnormal. Which diagnostic move has the highest yield in clarifying the bipolar question?",A. Patient self-report is the most reliable — the wife's account may be distorted by relationship conflict. | B. Obtain collateral history from the wife and prior clinicians — collateral is the single highest-yield diagnostic move for distinguishing bipolar from unipolar disorder. | C. Administer a structured screening tool (Mood Disorder Questionnaire) — it replaces the need for collateral history. | D. Only documented hospitalizations for mania count as evidence — behavioral reports from family members do not meet the diagnostic threshold.,B,Obtain collateral history from the wife and prior clinicians — collateral is the single highest-yield diagnostic move for distinguishing bipolar from unipolar disorder.,Self-report over collateral and Protocol over clinical judgment both bypass the highest-yield step. The mood page explicitly calls collateral 'the single highest-yield diagnostic move for distinguishing bipolar from unipolar.' This patient's lack of insight into a probable manic episode is classic — the wife's account is the clinical key.,Collateral history is the single highest-yield diagnostic move for bipolar vs unipolar — patients with past mania often lack insight into the episode.,t_mood.md — Collateral history (the single highest-yield diagnostic move for distinguishing bipolar from unipolar).
qb_mood_005,attested,mood,sba,1,True,safety;dx,t_mood.md,"A 29-year-old man is admitted with depressed mood, anhedonia, and feelings of worthlessness. On detailed MSE, he also has racing thoughts, psychomotor agitation, and is sleeping only 3 hours per night despite feeling exhausted. He endorses passive suicidal ideation. Which statement about his presentation is most clinically important?",A. The racing thoughts indicate that mania is the predominant syndrome and the depression is secondary — treat for mania first. | B. The activating symptoms suggest his antidepressant dose is too high and producing anxiety — reduce the dose. | C. Mixed features — concurrent depressive and activating symptoms — carry elevated suicide risk and are easy to miss; this combination warrants heightened safety vigilance. | D. Mixed features can only occur in bipolar disorder — this patient's mixed presentation requires a bipolar I or II diagnosis before initiating treatment.,C,Mixed features — concurrent depressive and activating symptoms — carry elevated suicide risk and are easy to miss; this combination warrants heightened safety vigilance.,"One syndrome at a time, Side effect attribution, and Bipolar required for mixed all delay recognition of the dangerous phenotype. Mixed features — concurrent depression and activation — are explicitly called out on the mood page as easy to miss and carrying elevated suicide risk. This patient's passive SI plus mixed features is the classic high-risk presentation.",Mixed features (depression + racing thoughts/agitation/decreased sleep) carry elevated suicide risk and are easy to miss — heighten safety vigilance.,t_mood.md — Mixed features (depressed mood with concurrent activation/agitation) are easy to miss and carry elevated suicide risk.
qb_mood_006,attested,mood,sba,2,False,dx,t_mood.md,"A 71-year-old woman with no prior psychiatric history presents with 2 weeks of elevated mood, decreased need for sleep, pressured speech, and grandiosity. Her family calls it her 'first manic episode.' She is on prednisone 40 mg daily for a recent flare of rheumatoid arthritis. Which step is most important before proceeding with a bipolar diagnosis?",A. Document the manic episode and start a mood stabilizer — late-onset bipolar is increasingly recognized in older adults. | B. Start an antipsychotic for the florid manic symptoms — mood stabilizers are too slow for acute management. | C. Order a head MRI — new psychiatric symptoms in older adults indicate intracranial pathology until proven otherwise. | D. Rule out medical mimics before anchoring on a primary mood diagnosis — corticosteroids are a recognized cause of manic symptoms; evaluate the steroid exposure as a contributing or precipitating cause.,D,Rule out medical mimics before anchoring on a primary mood diagnosis — corticosteroids are a recognized cause of manic symptoms; evaluate the steroid exposure as a contributing or precipitating cause.,"Late-onset bipolar by default, Treat before diagnose, and Imaging before differential all skip the foundational step. The mood page lists corticosteroids in the medical mimic differential and explicitly states: 'Rule out medical mimics before anchoring on a primary mood disorder.' A 71-year-old on prednisone with a first-lifetime episode is steroid-induced mania until proven otherwise.","New mood episodes in older or medically complex patients require a medical mimic workup — corticosteroids, thyroid disease, intoxication, CNS pathology.","t_mood.md — Rule out medical mimics before anchoring on a primary mood disorder: thyroid dysfunction, corticosteroids and other medications, intoxication or withdrawal, and CNS processes."
qb_mood_007,attested,mood,two-tier,2,False,pharm;safety,t_mood.md,A 44-year-old man with bipolar I disorder and two prior suicide attempts is starting maintenance therapy. The team is choosing between lithium and lamotrigine. Which argument most strongly favors lithium?,"A. Lithium has both the strongest anti-suicidal evidence and the strongest maintenance evidence in the mood stabilizer class — in a patient with prior attempts, both properties directly apply. | B. Lamotrigine has equivalent anti-suicidal evidence to lithium — the choice should be based on tolerability alone. | C. Lithium's anti-suicidal effect is limited to acute suicidality and does not apply to maintenance treatment. | D. The narrow therapeutic window makes lithium too risky for long-term maintenance — the monitoring burden outweighs its benefits.",A,"Lithium has both the strongest anti-suicidal evidence and the strongest maintenance evidence in the mood stabilizer class — in a patient with prior attempts, both properties directly apply.","Anti-suicidal = interchangeable, Narrow = second-line, and Monitoring = disqualifying all undervalue lithium in the highest-risk patient. The page specifically names lithium's anti-suicidal effect (Cipriani 2013) and BALANCE maintenance evidence as reasons to 'use it, and monitor it' — the monitoring is the price of the unique therapeutic profile, not a drawback.","Lithium: strongest anti-suicidal evidence (Cipriani 2013) + strongest maintenance evidence (BALANCE trial) — use it in high-risk patients, and monitor it.",t_mood.md — Lithium deserves specific emphasis — it carries a distinct anti-suicidal effect (Cipriani 2013) and is a first-line maintenance mood stabilizer with the strongest long-term evidence (BALANCE trial).
qb_mood_008,attested,mood,sba,1,True,pharm;management,t_mood.md,"A 67-year-old woman with treatment-resistant MDD is hospitalized. She has failed two adequate antidepressant trials, has active suicidal ideation, refuses all oral intake, and expresses the nihilistic delusion that her intestines have rotted. The team debates a third antidepressant versus ECT. Which framing is most accurate?","A. A third antidepressant combined with an antipsychotic should be tried first — pharmacotherapy is the standard of care before proceeding to procedural interventions. | B. ECT is not a last resort — it is first-line for severe, psychotic, catatonic, or life-threatening mood states, and this patient meets several of those criteria at once. | C. rTMS is preferred because it avoids anesthesia and has equivalent efficacy to ECT for psychotic depression. | D. Palliative consultation is appropriate — treatment resistance and refusal of oral intake indicate a terminal trajectory.",B,"ECT is not a last resort — it is first-line for severe, psychotic, catatonic, or life-threatening mood states, and this patient meets several of those criteria at once.","This patient's presentation meets multiple ECT indications simultaneously. Pharmacotherapy first at any severity, Newer = better, and Hopeless by default all delay a definitive, evidence-based treatment. The mood page states explicitly: 'ECT is not a last resort — it is first-line for psychotic, catatonic, or life-threatening mood states.' Active suicidality, refusal of food/fluids, psychotic features, and treatment resistance are all named ECT indications.","ECT is not a last resort — it is first-line for psychotic, catatonic, or life-threatening depression; do not defer it when these criteria are met.","t_mood.md — ECT is not a last resort — it is first-line for psychotic, catatonic, or life-threatening mood states, and in pregnancy it is a preferred option when illness of that severity demands rapid, definitive treatment. Pregnancy alone is not the indication; the severity is."
qb_mood_009,attested,mood,sba,2,False,management,t_mood.md,"A 45-year-old man with MDD was started on sertraline 50 mg outpatient 4 weeks ago. His PHQ-9 improved from 22 to 18. His outpatient clinician says, 'No response — time to add lithium augmentation.' A student asks what should be verified before changing the plan. Which element of measurement-based, sequential treatment (in the spirit of STAR*D) is most relevant here?","A. Whether the patient had adequate sleep — insomnia alone can prevent antidepressant response. | B. The patient's family history — poor family response to SSRIs predicts individual non-response. | C. Whether the dose was adequate and the duration sufficient before declaring non-response — a PHQ-9 drop from 22 to 18 at 4 weeks may represent ongoing response, not treatment failure. | D. Whether the patient prefers augmentation — patient preference drives the treatment decision in measurement-based care.",C,"Whether the dose was adequate and the duration sufficient before declaring non-response — a PHQ-9 drop from 22 to 18 at 4 weeks may represent ongoing response, not treatment failure.","A dose increase may be preferable to augmentation when partial response is still emerging. Sleep over dose/duration, Pharmacogenomics before dose, and Preference over protocol all bypass the foundational step. STAR*D's model: pick an agent, dose it adequately, and track response systematically before switching or augmenting. A partial response at 4 weeks on a 50 mg sertraline dose has not yet established non-response.",Sequential treatment (STAR*D): verify adequate dose and adequate duration before switching or augmenting — a partial response is not non-response.,"t_mood.md — Practice measurement-based, sequential treatment in the spirit of STAR*D: pick an agent, dose it adequately, track response with a scale, and switch or augment by protocol rather than by impression."
qb_mood_010,attested,mood,sba,2,False,management,t_mood.md,"A patient with bipolar I disorder, admitted during a depressive episode, tells the student: 'I don't see why the staff keeps bothering me about sleep — it doesn't affect my moods.' Which response best reflects the clinical evidence?","A. Sleep disruption affects only energy and concentration, not mood stability — the patient's assessment is essentially correct. | B. Sleep problems are a symptom of bipolar disorder, not a cause — treating the mood disorder will resolve the sleep disruption. | C. Sleep medications are the priority — behavioral sleep protection is ineffective without pharmacotherapy. | D. Sleep loss both worsens depression and precipitates mania in bipolar disorder — protecting sleep and circadian rhythm is active treatment, not optional self-care.",D,"Sleep loss both worsens depression and precipitates mania in bipolar disorder — protecting sleep and circadian rhythm is active treatment, not optional self-care.","Sleep = energy only, Symptom not driver, and Pharmacotherapy over milieu all diminish the therapeutic importance of sleep. The mood page is explicit: 'protect sleep and circadian rhythm actively, since sleep loss both worsens depression and precipitates mania.' Sleep protection is a treatment modality, not a lifestyle recommendation.",Sleep is treatment in bipolar disorder — sleep loss worsens depression AND precipitates mania; protecting circadian rhythm is an active clinical intervention.,"t_mood.md — Protect sleep and circadian rhythm actively, since sleep loss both worsens depression and precipitates mania (Harvey; IPSRT/Frank)."
qb_mood_011,attested,mood,sba,2,False,management;pharm,t_mood.md,A 28-year-old man with bipolar I disorder is admitted for his first acute manic episode. He has no prior mood stabilizer exposure. Which is the most appropriate pharmacological framework for acute mania management?,"A. First-line options for acute mania — lithium, valproate, or a second-generation antipsychotic — combined with milieu measures to reduce stimulation and restore sleep. | B. Start an antidepressant first — addressing the depression component of mixed mania speeds recovery. | C. Benzodiazepine monotherapy is appropriate for a first manic episode — avoid mood stabilizers until the diagnosis is confirmed over multiple episodes. | D. Clozapine should be considered first because of its superior efficacy in refractory mania.",A,"First-line options for acute mania — lithium, valproate, or a second-generation antipsychotic — combined with milieu measures to reduce stimulation and restore sleep.","Avoid valproate in anyone of childbearing potential regardless of current pregnancy status. Antidepressant for mania, Defer mood stabilizer, and Skip the ladder all misstate the first-line framework. Acute mania is managed with lithium, valproate, or an SGA, combined with milieu interventions — reduce stimulation and restore sleep, since sleep loss itself perpetuates mania.","Acute mania: lithium, valproate, or SGA + reduce stimulation + restore sleep; antidepressants are contraindicated.","t_mood.md — For acute mania, reduce stimulation, restore sleep, and start or optimize a mood stabilizer or antipsychotic."
qb_mood_012,attested,mood,two-tier,2,False,pharm;safety,t_mood.md,"A 58-year-old man with bipolar I disorder is stable on lithium 900 mg daily, level 0.8 mEq/L. He recently started ibuprofen for knee pain and reports new-onset hand tremor and mild mental fogginess for the past week. Most appropriate next step?","A. Reassure the patient — tremor is an expected mild lithium side effect that does not indicate toxicity. | B. Check a lithium level immediately — NSAIDs reduce renal prostaglandin activity, decreasing lithium clearance; new neurological symptoms in this context require urgent assessment for toxicity. | C. Stop lithium immediately and restart once the pain resolves — the ibuprofen interaction makes continued lithium unsafe. | D. Ibuprofen has no interaction with lithium — evaluate for a new neurological diagnosis.",B,"Check a lithium level immediately — NSAIDs reduce renal prostaglandin activity, decreasing lithium clearance; new neurological symptoms in this context require urgent assessment for toxicity.","Treat the number not the patient, Overreact to interaction, and No drug interaction represent a spectrum of errors around a common drug interaction. The correct action is checking the level urgently — not dismissing the symptoms, not stopping lithium abruptly. The clinical situation maps directly to the page's warning about NSAIDs pushing lithium toward toxicity.","New neurological symptoms (tremor, fogginess) in a lithium-treated patient after starting an NSAID → check level urgently; NSAIDs reduce lithium clearance.","t_mood.md — NSAIDs, ACE-inhibitors/ARBs, thiazides, and dehydration push lithium levels toward toxicity."
qb_mood_013,attested,mood,sba,2,False,dx,t_mood.md,"A 70-year-old woman is admitted with severe depression. She is convinced her children have died in a car accident — despite video calls with her healthy children — and that her body is 'empty inside.' She is oriented, alert, and attentive. No confusion on exam. Which diagnosis is most consistent with this presentation?","A. Schizophrenia — fixed, persistent false beliefs constitute a primary psychotic disorder. | B. Delirium with nihilistic ideation — new psychosis in an elderly patient is delirium until proven otherwise. | C. Severe major depression with psychotic features — the nihilistic and guilt-laden delusions are mood-congruent and consistent with the depression; orientation and attention are intact. | D. Schizoaffective disorder — concurrent mood episodes and psychotic features define this diagnosis.",C,Severe major depression with psychotic features — the nihilistic and guilt-laden delusions are mood-congruent and consistent with the depression; orientation and attention are intact.,"Psychosis = schizophrenia, All psychosis in elderly = delirium, and Concurrent = schizoaffective all misdiagnose the presentation. Psychotic depression produces mood-congruent delusions (nihilistic, guilt-laden) within the context of a severe depressive episode — the alert, attentive patient without fluctuating consciousness rules out delirium.","Mood-congruent psychotic features (nihilistic/guilt-laden delusions) in severe depression = psychotic depression, not schizophrenia — psychosis confined to the mood episode is the discriminator.",t_mood.md — Severe unipolar depression can include mood-congruent psychosis (nihilistic or guilt-laden delusions).
qb_mood_014,attested,mood,sba,3,False,pharm;safety,t_mood.md,"A 36-year-old man with 'recurrent unipolar depression' has been on sertraline 100 mg for 8 months. His current episode resolved well, but over the past 2 weeks he has developed markedly decreased need for sleep, pressured speech, and impulsive spending. He is not using substances. Which is the most accurate interpretation?","A. The patient is experiencing sertraline discontinuation syndrome — the mania-like symptoms are medication side effects that will resolve spontaneously. | B. He has developed a superimposed stimulant use disorder — the pattern is classic methamphetamine intoxication. | C. This represents sertraline's therapeutic effect — the energy and motivation improvement of depression recovery can resemble hypomania. | D. Antidepressant monotherapy has precipitated a manic switch in a patient likely misdiagnosed as unipolar — the diagnosis should be reconsidered as bipolar disorder, the antidepressant should be discontinued, and antimanic treatment started.",D,"Antidepressant monotherapy has precipitated a manic switch in a patient likely misdiagnosed as unipolar — the diagnosis should be reconsidered as bipolar disorder, the antidepressant should be discontinued, and antimanic treatment started.","Side effect attribution, Substance first, and Recovery looks like hypomania all avoid the correct diagnosis. The mood page explicitly states: 'a bipolar depression misread as unipolar can be pushed into mania or rapid cycling by an antidepressant.' This is the clinical manifestation of that process — treatment-emergent mania revealing unrecognized bipolar disorder.","Manic symptoms emerging on antidepressant monotherapy = probable treatment-emergent switch revealing unrecognized bipolar — not side effects, not recovery.",t_mood.md — A bipolar depression misread as unipolar can be pushed into mania or rapid cycling by an antidepressant.
qb_mood_015,attested,mood,sba,3,False,management,t_mood.md,"A 49-year-old man admitted for severe bipolar depression requests discharge on day 6. His mood has partially improved (PHQ-9 from 24 to 17), but he is still sleeping only 4 hours per night, his safety plan is not yet completed, and he does not have an outpatient appointment scheduled. The attending asks the student to frame the clinical decision. Which is most accurate?","A. Discharge readiness is functional and safety-based, not calendar-based — incomplete sleep restoration, an incomplete safety plan, and no follow-up appointment are clinical criteria not yet met; continued inpatient care is indicated. | B. The partial PHQ-9 improvement indicates adequate response — at day 6 the acute risk has passed and discharge is appropriate. | C. The patient has the right to leave against medical advice — sign him out and provide a safety net number. | D. Six days is within the standard inpatient admission length — continue treatment by the calendar.",A,"Discharge readiness is functional and safety-based, not calendar-based — incomplete sleep restoration, an incomplete safety plan, and no follow-up appointment are clinical criteria not yet met; continued inpatient care is indicated.","Score = discharge permission, Autonomy over safety, and Calendar over function all substitute a proxy for clinical readiness. The mood page is explicit: 'Discharge readiness is functional and safety-based, not calendar-based: improving mood and resolving acute risk, adequate sleep and intake, an established and tolerated medication, and a concrete follow-up.' None of these criteria are met.","Discharge readiness in mood disorders is functional and safety-based: sleep restored, safety plan complete, follow-up scheduled — not calendar-driven.","t_mood.md — Discharge readiness is functional and safety-based, not calendar-based: improving mood and resolving acute risk, adequate sleep and intake, an established and tolerated medication, and a concrete follow-up."
qb_mood_016,attested,mood,two-tier,3,False,pharm;management,t_mood.md;ect_neuromodulation.md,"A 24-year-old woman in her 14th week of pregnancy presents with severe MDD: active suicidal ideation with a plan, refusal to eat, psychomotor retardation, and a prior excellent response to ECT 4 years ago. The team debates continuing the current antidepressant versus offering ECT. Which statement best reflects the clinical standard?","A. ECT is contraindicated in pregnancy due to the risk of uterine contractions during the induced seizure. | B. Continue the antidepressant through pregnancy — the benefits of pharmacotherapy always outweigh teratogenic risks in severe depression. | C. ECT is a preferred treatment option in this presentation — pregnancy is an explicit ECT indication when medications are undesirable, and this patient also has active suicidality, refusal of oral intake, and a prior good ECT response. | D. Ketamine infusion should be chosen over ECT — it avoids anesthesia and is equally effective for suicidal ideation in pregnancy.",C,"ECT is a preferred treatment option in this presentation — pregnancy is an explicit ECT indication when medications are undesirable, and this patient also has active suicidality, refusal of oral intake, and a prior good ECT response.","Absolute contraindication invented, Pharmacotherapy always first, and Newer = better all distort the evidence. ECT has no absolute contraindications, and pregnancy is where it becomes preferred once the illness is severe enough to need rapid, definitive treatment — it is not an indication on its own. This patient has four concurrent reasons: active suicidality, refusal of oral intake, pregnancy where medications are less desirable, and prior good ECT response.","ECT in pregnancy: no absolute contraindication, explicitly indicated when medications are undesirable — especially when there is active suicidality, refusal to eat, or prior ECT response.","t_mood.md — Reserve ECT for severe, psychotic, catatonic, or treatment-resistant depression, for life-threatening states (refusal of food/fluids, acute high suicide risk), and — when illness of that severity occurs in pregnancy — as a preferred option, since the therapeutic seizure works without the systemic fetal drug exposure pharmacotherapy requires."
qb_psy_003,attested,psychosis,sba,1,True,dx,t_psychosis.md,"A 22-year-old man presents with 3 weeks of auditory hallucinations, paranoid delusions, and disorganized behavior. The team is ready to diagnose schizophrenia and start an antipsychotic. The student asks whether anything should be done first. Which step is most critical?","A. Obtain a collateral history from family — schizophrenia cannot be diagnosed without family confirmation. | B. Start the antipsychotic immediately — early treatment of schizophrenia reduces the duration of untreated psychosis and improves long-term outcomes. | C. Start a structured first-episode protocol (RAISE) — coordinated specialty care reduces DUP more effectively than routine treatment. | D. Exclude secondary causes of psychosis — delirium, substance-induced psychosis, mood disorder with psychotic features, and autoimmune encephalitis — before labeling a primary psychotic disorder.",D,"Exclude secondary causes of psychosis — delirium, substance-induced psychosis, mood disorder with psychotic features, and autoimmune encephalitis — before labeling a primary psychotic disorder.","Collateral = diagnosis, Treat before diagnose, and Protocol before differential all skip the foundational step. The page states: 'Psychosis is a syndrome — exclude delirium, substances, and autoimmune/seizure causes before calling it primary.' In a young adult with new-onset psychosis, the organic yield is highest at the first episode.","Psychosis is a syndrome — exclude delirium, substance-induced, mood disorder with psychotic features, and autoimmune encephalitis before diagnosing primary psychotic disorder.","t_psychosis.md — Always exclude secondary/medical psychosis before settling on a primary disorder. High-yield pearls: Psychosis is a syndrome — exclude delirium, substances, and autoimmune/seizure causes before calling it primary."
