category,source_page,source_title,link_text,url,final_url,content_type,filename,path,bytes,sha256
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Specific Phobia, Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Specific-Phobia-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Specific-Phobia-Adult.pdf,application/pdf,b4737fc217_APA_DSM5_Severity-Measure-For-Specific-Phobia-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/b4737fc217_APA_DSM5_Severity-Measure-For-Specific-Phobia-Adult.pdf,253459,b4737fc217c16275eacce2c9e12c1b499de8b6517c7eaf36f2c3ca8a5be9aea5
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Separation Anxiety Disorder, Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Adult.pdf,application/pdf,d4ffbed38f_APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/d4ffbed38f_APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Adult.pdf,361596,d4ffbed38fb481c8a2b5c9b6cd84bfefc211a33a0c8d4cc995fcd0812f103df5
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Agoraphobia, Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Agoraphobia-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Agoraphobia-Adult.pdf,application/pdf,86c8c6d918_APA_DSM5_Severity-Measure-For-Agoraphobia-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/86c8c6d918_APA_DSM5_Severity-Measure-For-Agoraphobia-Adult.pdf,361757,86c8c6d918e7c5dce2b83e690e8ee0789891c543789df81e4cc289fc7dcb4c37
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"LEVEL 2, Repetitive Thoughts and Behaviors, Child Age 11 to 17 (Adapted from the Children’s Florida Obsessive Compulsive Inventory [C-FOCI] Severity Scale)",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Level-2-Repetitive-Thoughts-and-Behaviors-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Level-2-Repetitive-Thoughts-and-Behaviors-Child-Age-11-to-17.pdf,application/pdf,70df145d57_APA_DSM5_Level-2-Repetitive-Thoughts-and-Behaviors-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/70df145d57_APA_DSM5_Level-2-Repetitive-Thoughts-and-Behaviors-Child-Age-11-to-17.pdf,491907,70df145d57e9099929a62680c510c6b94fd4355840b9c510b180689ac96be52f
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Generalized Anxiety Disorder, Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Adult.pdf,application/pdf,f39c46885d_APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/f39c46885d_APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Adult.pdf,362153,f39c46885da8b0751ff70bc4ed38dec9c9447d3c3cd5dd4d1e491850838b1633
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity of Posttraumatic Stress Symptoms, Adult (National Stressful Events Survey PTSD Short Scale [NSESS])",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Posttraumatic-Stress-Symptoms-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Posttraumatic-Stress-Symptoms-Adult.pdf,application/pdf,20f2e64088_APA_DSM5_Severity-of-Posttraumatic-Stress-Symptoms-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/20f2e64088_APA_DSM5_Severity-of-Posttraumatic-Stress-Symptoms-Adult.pdf,361695,20f2e64088e9e32f043f0d4bae4aa409bb575493c70676c9de68f851b074a8b8
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Depression, Child Age 11 to 17 (PHQ-9 modified for Adolescents [PHQ-A], Adapted)",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Depression-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Depression-Child-Age-11-to-17.pdf,application/pdf,8b04e98531_APA_DSM5_Severity-Measure-For-Depression-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/8b04e98531_APA_DSM5_Severity-Measure-For-Depression-Child-Age-11-to-17.pdf,239136,8b04e98531a85b7272b686fec7f9e2708a6f947aaa640e7f70b09128cba6db5a
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Social Anxiety Disorder (Social Phobia), Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Adult.pdf,application/pdf,28bc85a0f7_APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/28bc85a0f7_APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Adult.pdf,477183,28bc85a0f7cbcba3ea2fbc8640956c932042d210b1a8613155728a5ce6e1fc65
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Separation Anxiety Disorder, Child Age 11 to 17",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Child-Age-11-to-17.pdf,application/pdf,613e7882f9_APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/613e7882f9_APA_DSM5_Severity-Measure-For-Separation-Anxiety-Disorder-Child-Age-11-to-17.pdf,361962,613e7882f971f4b595286325111739501281a122adb4d2adb59b2657cd694140
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity of Acute Stress Symptoms, Adult (National Stressful Events Survey Acute Stress Disorder Short Scale [NSESS])",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Acute-Stress-Symptoms-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Acute-Stress-Symptoms-Adult.pdf,application/pdf,6e54906039_APA_DSM5_Severity-of-Acute-Stress-Symptoms-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/6e54906039_APA_DSM5_Severity-of-Acute-Stress-Symptoms-Adult.pdf,359397,6e54906039860b8afe7d18ce33fcbb44de0b7f5b4d061861352c168b03498dba
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Specific Phobia, Child Age 11 to 17",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Specific-Phobia-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Specific-Phobia-Child-Age-11-to-17.pdf,application/pdf,dccc9a616b_APA_DSM5_Severity-Measure-For-Specific-Phobia-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/dccc9a616b_APA_DSM5_Severity-Measure-For-Specific-Phobia-Child-Age-11-to-17.pdf,364497,dccc9a616b45adb81387a4e3716348ff3a640d7d5f6d0064cbfc7075bc5cb18a
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Social Anxiety Disorder (Social Phobia), Child Age 11 to 17",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Child-Age-11-to-17.pdf,application/pdf,a339a893af_APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/a339a893af_APA_DSM5_Severity-Measure-For-Social-Anxiety-Disorder-Child-Age-11-to-17.pdf,477623,a339a893afc3bc0e775a08d3c6ae6403aaa19301cda77294b1956092bf553386
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity of Posttraumatic Stress Symptoms, Child Age 11 to 17 (National Stressful Events Survey PTSD Short Scale [NSESS])",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Post-Traumatic-Stress-Symptoms-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Post-Traumatic-Stress-Symptoms-Child-Age-11-to-17.pdf,application/pdf,ce204416c5_APA_DSM5_Severity-of-Post-Traumatic-Stress-Symptoms-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/ce204416c5_APA_DSM5_Severity-of-Post-Traumatic-Stress-Symptoms-Child-Age-11-to-17.pdf,362262,ce204416c53a81a1833e4df7a21f270dd8b628c3837d4c60148ac79b4e21c5d5
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity of Dissociative Symptoms, Adult (Brief Dissociative Experiences Scale [DES-B])",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Dissociative-Symptoms-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Dissociative-Symptoms-Adult.pdf,application/pdf,a3cab61a41_APA_DSM5_Severity-of-Dissociative-Symptoms-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/a3cab61a41_APA_DSM5_Severity-of-Dissociative-Symptoms-Adult.pdf,345962,a3cab61a4144dd71feb2507670c63beefdd04c82d2ca75d420916ef1af739bd6
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"LEVEL 2, Anger, Child Age 11 to 17 (PROMIS Emotional Distress, Calibrated Anger Measure, Pediatric)",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Level-2-Anger-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Level-2-Anger-Child-Age-11-to-17.pdf,application/pdf,dc159b2606_APA_DSM5_Level-2-Anger-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/dc159b2606_APA_DSM5_Level-2-Anger-Child-Age-11-to-17.pdf,496506,dc159b2606f86778e58034cc1a44e5b15b1408bf677d14772415b61088359e57
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity of Acute Stress Symptoms, Child Age 11 to 17 (National Stressful Events Survey Acute Stress Disorder Short Scale [NSESS])",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Acute-Stress-Symptoms-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Acute-Stress-Symptoms-Child-Age-11-to-17.pdf,application/pdf,416cd45d37_APA_DSM5_Severity-of-Acute-Stress-Symptoms-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/416cd45d37_APA_DSM5_Severity-of-Acute-Stress-Symptoms-Child-Age-11-to-17.pdf,470210,416cd45d3738b9566fcee7e6ad2352d8804f81e858f450a6cea67b1018fb48d0
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,Clinician-Rated Severity of Autism Spectrum and Social Communication Disorders,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Autism-Spectrum-and-Social-Communication-Disorders.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Autism-Spectrum-and-Social-Communication-Disorders.pdf,application/pdf,a90e258899_APA_DSM5_Clinician-Rated-Severity-of-Autism-Spectrum-and-Social-Communication-Disorders.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/a90e258899_APA_DSM5_Clinician-Rated-Severity-of-Autism-Spectrum-and-Social-Communication-Disorders.pdf,453777,a90e2588993494d844396109ac4a4ab6aaeefa7034cccd5bdf3d42096f8dc9b3
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity of Dissociative Symptoms, Child Age 11 to 17 (Brief Dissociative Experiences Scale [DES-B])",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Dissociative-Symptoms-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-of-Dissociative-Symptoms-Child-Age-11-to-17.pdf,application/pdf,97a99dee47_APA_DSM5_Severity-of-Dissociative-Symptoms-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/97a99dee47_APA_DSM5_Severity-of-Dissociative-Symptoms-Child-Age-11-to-17.pdf,346128,97a99dee4711545f70b461d07e7f55394cac710521596c7aa9f765dbe2fd295d
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Agoraphobia, Child Age 11 to 17",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Agoraphobia-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Agoraphobia-Child-Age-11-to-17.pdf,application/pdf,70001f907c_APA_DSM5_Severity-Measure-For-Agoraphobia-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/70001f907c_APA_DSM5_Severity-Measure-For-Agoraphobia-Child-Age-11-to-17.pdf,362039,70001f907cfd34d870193f6f5c8f4b4a757d55b41bf4dabb3b07f1bb21a32065
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,Clinician-Rated Dimensions of Psychosis Symptom Severity(also available in print book),https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Dimensions-of-Psychosis-Symptom-Severity.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Dimensions-of-Psychosis-Symptom-Severity.pdf,application/pdf,d1653b700c_APA_DSM5_Clinician-Rated-Dimensions-of-Psychosis-Symptom-Severity.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/d1653b700c_APA_DSM5_Clinician-Rated-Dimensions-of-Psychosis-Symptom-Severity.pdf,368919,d1653b700c743f3307893c40d33c15f54956b6518ed0ea42d8e96e24b4a01012
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,Clinician-Rated Severity of Nonsuicidal Self-Injury,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Non-Suicidal-Self-Injury.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Non-Suicidal-Self-Injury.pdf,application/pdf,55b13ab58d_APA_DSM5_Clinician-Rated-Severity-of-Non-Suicidal-Self-Injury.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/55b13ab58d_APA_DSM5_Clinician-Rated-Severity-of-Non-Suicidal-Self-Injury.pdf,329767,55b13ab58d2a3638fa5e5bc79147284174482dc019d584ee83f41f525bb7da0d
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"WHODAS 2.0 (World Health Organization Disability Schedule 2.0, 36-item version, self-administered. Also available in print book)",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_WHODAS-2-Self-Administered.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_WHODAS-2-Self-Administered.pdf,application/pdf,0f93b1f62b_APA_DSM5_WHODAS-2-Self-Administered.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/0f93b1f62b_APA_DSM5_WHODAS-2-Self-Administered.pdf,420105,0f93b1f62b45e631de4339ade942479b1a2d0cecd6b89d11a71f2670bf05ffa3
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,Clinician-Rated Severity of Somatic Symptom Disorder,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Somatic-Symptom-Disorder.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Somatic-Symptom-Disorder.pdf,application/pdf,1af13853e0_APA_DSM5_Clinician-Rated-Severity-of-Somatic-Symptom-Disorder.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/1af13853e0_APA_DSM5_Clinician-Rated-Severity-of-Somatic-Symptom-Disorder.pdf,344401,1af13853e013197fd8c84b58ef6e84ce348fc9fdbcd58bd2ea266711b451eba2
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,Clinician-Rated Severity of Oppositional Defiant Disorder,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Oppositional-Defiant-Disorder.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Clinician-Rated-Severity-of-Oppositional-Defiant-Disorder.pdf,application/pdf,bf995f2e3e_APA_DSM5_Clinician-Rated-Severity-of-Oppositional-Defiant-Disorder.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/bf995f2e3e_APA_DSM5_Clinician-Rated-Severity-of-Oppositional-Defiant-Disorder.pdf,327028,bf995f2e3e990ab694999f499db2f72cbed85ec7f3fb2e6716a57b267363a850
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"Severity Measure for Generalized Anxiety Disorder, Child Age 11 to 17",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Child-Age-11-to-17.pdf,application/pdf,9d670b2350_APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/9d670b2350_APA_DSM5_Severity-Measure-For-Generalized-Anxiety-Disorder-Child-Age-11-to-17.pdf,362498,9d670b2350891c82005b8056d9217378562ac26dfde49989c17ae6680dc59721
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"WHODAS 2.0 (World Health Organization Disability Schedule 2.0, 36-item version, proxy-administered)",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_WHODAS-2-Proxy-Administered.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_WHODAS-2-Proxy-Administered.pdf,application/pdf,1289cc7315_APA_DSM5_WHODAS-2-Proxy-Administered.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/1289cc7315_APA_DSM5_WHODAS-2-Proxy-Administered.pdf,424021,1289cc73156d44172a95d31d64b620c18395f750f47013a89903533193d8ad6d
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"The Personality Inventory for DSM-5, Brief Form (PID-5-BF), Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Adult.pdf,application/pdf,aabfb854ae_APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/aabfb854ae_APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Adult.pdf,384967,aabfb854aeb0cfc2a7859eeae27e695bbfc77a65a105a9dabd82d735c5be8ac2
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"The Personality Inventory for DSM-5, Brief Form (PID-5-BF), Child Age 11 to 17",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Child-Age-11-to-17.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Child-Age-11-to-17.pdf,application/pdf,dd3b357e74_APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Child-Age-11-to-17.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/dd3b357e74_APA_DSM5_The-Personality-Inventory-For-DSM-5-Brief-Form-Child-Age-11-to-17.pdf,385370,dd3b357e74023f7436f76395ed1ec66f2e552930d0e8f0496e7eae29f2b1950d
DSM assessment measures,https://www.psychiatry.org/psychiatrists/practice/dsm/educational-resources/dsm-5-assessment-measures,Psychiatry.org - DSM-5 Online Assessment Measures,"The Personality Inventory for DSM-5 (PID-5), Adult",https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_The-Personality-Inventory-For-DSM-5-Full-Version-Adult.pdf,https://www.psychiatry.org/File%20Library/Psychiatrists/Practice/DSM/APA_DSM5_The-Personality-Inventory-For-DSM-5-Full-Version-Adult.pdf,application/pdf,8aa9125553_APA_DSM5_The-Personality-Inventory-For-DSM-5-Full-Version-Adult.pdf,/Users/jm/Psychiatry-Clerkship-Library/13_Faculty_Resources/APA_Downloads_2026-06-29/files/8aa9125553_APA_DSM5_The-Personality-Inventory-For-DSM-5-Full-Version-Adult.pdf,822338,8aa9125553dad8686955ae5f1768e728ddbef47cdd843f121f769723579fcfc3
